,Year,Total,Processed,Fresh
0,1971,11.289867447426332,2.4677968612305623,8.822070586195771
1,1972,10.558825175324923,2.1865836843007966,8.372241491024127
2,1973,10.99003828530171,2.1296312237800183,8.860407061521691
3,1974,11.09114297604908,2.2659631804876224,8.825179795561457
4,1975,10.965549485352334,2.053324346098817,8.912225139253517
5,1976,10.583546829637443,2.218834742128557,8.364712087508886
6,1977,10.470236951675227,2.187870976530043,8.282365975145185
7,1978,10.637642727666464,2.089838518038682,8.547804209627783
8,1979,10.11095533991131,2.0581282531991736,8.052827086712137
9,1980,9.982906692582226,1.9857170875305408,7.997189605051686
10,1981,10.179022129485665,2.0269779142538464,8.152044215231816
11,1982,10.25389545826856,1.6969803722175998,8.556915086050958
12,1983,10.284657918534656,2.078475431455739,8.206182487078918
13,1984,10.265261683643187,1.6977299084642137,8.567531775178974
14,1985,10.329590130899414,1.5923487631572633,8.73724136774215
15,1986,10.19156138249224,1.5506124564541182,8.64094892603812
16,1987,10.688579302930185,1.6110517498420949,9.077527553088087
17,1988,10.441078769826992,1.4338508179371563,9.007227951889837
18,1989,9.885697280687712,1.2828516458986343,8.602845634789077
19,1990,9.530793417207716,1.1939906210840674,8.336802796123647
20,1991,9.639277327184578,1.4353868568362835,8.203890470348295
21,1992,9.810625707318971,1.1472659285775453,8.663359778741427
22,1993,10.67545062675453,1.3528868796603335,9.322563747094197
23,1994,10.3077686975774,1.2254898328816106,9.082278864695793
24,1995,9.495563917556094,1.3725143446692452,8.123049572886849
25,1996,9.246785446877077,0.9887825062132184,8.258002940663857
26,1997,10.449814447422613,1.4363996250622917,9.01341482236032
27,1998,9.809937186273835,1.381692078257248,8.428245108016586
28,1999,8.788849165084265,1.2352670207565828,7.553582144327682
29,2000,10.27308280680544,1.373246646952754,8.899836159852685
30,2001,10.091555555890688,1.2635372099301632,8.828018345960524
31,2002,9.473164819586664,1.1780872134912324,8.29507760609543
32,2003,8.48847002134918,1.0917180228235246,7.396751998525656
33,2004,9.12719117945132,1.0842168849755076,8.042974294475814
34,2005,8.970343500045942,1.212946086251371,7.757397413794571
35,2006,8.959533362792254,1.2082262325003843,7.751307130291869
36,2007,8.956933562243405,1.0060773354349295,7.950856226808475
37,2008,8.988132732212197,0.9367472169491756,8.051385515263021
38,2009,8.200554330050382,0.9493017303755062,7.251252599674875
39,2010,8.458245600359033,0.9978226779961428,7.460422922362891
40,2011,7.584018076969999,1.021245982930046,6.5627720940399525
41,2012,7.4136265118861235,1.1531648314940954,6.260461680392028
42,2013,7.92503934403845,0.9926407165537312,6.932398627484719
43,2014,7.640267233590744,0.9451130736470654,6.695154159943678
44,2015,7.196606310475586,0.9070582274753748,6.289548083000211
45,2016,6.953463816171729,1.04625227998508,5.907211536186648
46,2017,7.584210320529798,1.3836324127959836,6.200577907733814
47,2018,6.282609610089588,0.5972124171007804,5.685397192988807
48,2019,7.211647507456909,0.8592995645080304,6.352347942948879
