,Year,Total,Processed,Fresh
0,1971,1.809122030617208,1.5042983034850068,0.304823727132201
1,1972,1.800132684758166,1.5171353908602356,0.2829972938979304
2,1973,1.7308022783364558,1.4344486548471278,0.296353623489328
3,1974,1.7247394951696018,1.4409009885248816,0.2838385066447202
4,1975,1.731958670759771,1.4407185620424776,0.2912401087172933
5,1976,1.889010113055244,1.574840369665421,0.3141697433898227
6,1977,1.792310444562498,1.4127228147603286,0.3795876298021695
7,1978,1.7323167224918157,1.393690713469734,0.3386260090220814
8,1979,1.6136783351993436,1.214740254962868,0.3989380802364755
9,1980,1.806749774937268,1.362504107036106,0.444245667901162
10,1981,1.7925975619090586,1.2657488613639345,0.526848700545124
11,1982,1.6757271655929222,1.1257502947579954,0.5499768708349269
12,1983,1.313078083096344,0.8001356215531548,0.5129424615431891
13,1984,1.36316985579046,0.8329031336625807,0.5302667221278792
14,1985,1.723037568292758,1.0493440349285883,0.6736935333641693
15,1986,1.4836156202767188,0.8988553691663558,0.5847602511103631
16,1987,1.3575153589682665,0.7742927685104486,0.5832225904578178
17,1988,1.5232961322495044,0.9276302451345224,0.595665887114982
18,1989,1.4131079193216638,0.7714028899961956,0.6417050293254684
19,1990,1.3211155238354149,0.56521957289751,0.7558959509379048
20,1991,1.7982879393277131,0.9943986366645234,0.8038893026631898
21,1992,1.626910894999494,0.8099765329669046,0.8169343620325893
22,1993,1.6686664130948492,1.003822959558894,0.6648434535359551
23,1994,1.712040017043988,0.9595768343354742,0.7524631827085138
24,1995,1.6583816933713988,0.9873236945193712,0.6710579988520279
25,1996,1.7684160708948446,1.140414880537849,0.628001190356996
26,1997,1.9252051529430736,0.8177977688778802,1.1074073840651937
27,1998,1.7468996838273907,0.7770414761965123,0.9698582076308784
28,1999,1.8234044701480512,0.8517709607762401,0.9716335093718108
29,2000,2.447785078279653,1.073044695468952,1.3747403828107017
30,2001,1.9186483014404816,0.8457324080946772,1.0729158933458045
31,2002,2.205158918723809,0.7737553869716958,1.4314035317521137
32,2003,2.4990857868626573,0.8923502079299089,1.6067355789327482
33,2004,2.8548330932549515,1.0095902257381963,1.8452428675167551
34,2005,3.0500634107159126,0.7208743744509704,2.329189036264942
35,2006,2.48488426341739,0.5227424709692852,1.962141792448105
36,2007,2.423655616095867,0.8092193106223851,1.6144363054734816
37,2008,2.558338008888876,0.8505662743058255,1.7077717345830503
38,2009,2.8040261195352847,0.7780576917924861,2.0259684277427987
39,2010,2.4149381645967902,0.7347429016256577,1.6801952629711323
40,2011,2.5387625669243192,0.7495657831575201,1.7891967837667992
41,2012,2.2862526555783846,0.730855111338186,1.5553975442401984
42,2013,2.4561610580973534,0.8643161488267397,1.5918449092706135
43,2014,2.600953864789215,0.9293006808209646,1.6716531839682502
44,2015,2.609464231920915,0.8822953573576301,1.727168874563285
45,2016,2.827332823167451,0.854401063281231,1.97293175988622
46,2017,2.700062875303899,0.8438629224385722,1.8561999528653268
47,2018,2.7691946110081136,0.8991097279692506,1.870084883038863
48,2019,3.142815558909492,0.7106988572426015,2.43211670166689
