,Year,Total,Processed,Fresh
0,1970.0,11.655572870324278,8.73233066653618,2.923242203788098
1,1971.0,13.129844203552508,10.565257298202477,2.564586905350034
2,1972.0,9.382808885924872,6.84160831344872,2.5412005724761517
3,1973.0,12.465912454887508,9.558596768938273,2.9073156859492384
4,1974.0,12.971332207520966,9.80553279738064,3.1657994101403264
5,1975.0,13.055302729178402,9.405759387361726,3.6495433418166754
6,1976.0,16.176947807585023,12.607082080599142,3.5698657269858822
7,1977.0,12.293039781848204,8.716511008562442,3.576528773285762
8,1978.0,12.302706578233275,9.18473947555444,3.1179671026788345
9,1979.0,13.350495920726164,9.862089961777691,3.488405958948473
10,1980.0,15.864330419356063,11.850508444624223,4.013821974731841
11,1981.0,13.681446946044886,9.588561130296448,4.092885815748438
12,1982.0,17.517747540101983,11.74449386402901,5.773253676072972
13,1983.0,17.487820059831186,11.844918833200175,5.642901226631008
14,1984.0,18.319480341879878,12.178507042816635,6.140973299063237
15,1985.0,19.307131769066515,12.401077058537094,6.906054710529419
16,1986.0,18.33157445258331,11.167355922967806,7.164218529615503
17,1987.0,18.869156969005644,11.758140524575904,7.111016444429739
18,1988.0,22.002388146482865,14.23223391316142,7.770154233321447
19,1989.0,20.62102611090581,12.6059544688238,8.015071642082008
20,1990.0,19.811078644489204,11.896758229784728,7.914320414704476
21,1991.0,20.18621839629384,12.83212194904922,7.354096447244619
22,1992.0,18.715032649012983,11.50669768306284,7.208334965950145
23,1993.0,19.837541544437585,12.776773179011704,7.0607683654258775
24,1994.0,18.820587603418534,11.71177151905658,7.108816084361958
25,1995.0,21.74190460114094,14.20527294752871,7.536631653612231
26,1996.0,18.346904546040165,11.54673225505486,6.8001722909853015
27,1997.0,19.64565744916908,11.797179412612476,7.848478036556603
28,1998.0,18.747399355909664,11.500811225142732,7.246588130766933
29,1999.0,20.160681570560826,12.104037641693695,8.056643928867128
30,2000.0,18.66884320925352,11.149059416331704,7.519783792921816
31,2001.0,17.83983034042337,10.387924749644444,7.451905590778925
32,2002.0,19.84156475590067,11.345235176612086,8.496329579288586
33,2003.0,18.969302199505734,11.24128123348364,7.728020966022094
34,2004.0,18.688551102400005,10.819229773871688,7.869321328528317
35,2005.0,21.528341973230788,12.85142280200843,8.676919171222359
36,2006.0,20.191584861468638,12.524551998730026,7.667032862738608
37,2007.0,21.29382623743597,13.201490817251049,8.092335420184924
38,2008.0,20.401584023230825,12.066292392263971,8.335291630966852
39,2009.0,18.35068498681348,10.623223694435016,7.72746129237846
40,2010.0,18.51177941201988,10.530029716171054,7.981749695848825
41,2011.0,18.860235833848535,11.456385909757625,7.403849924090914
42,2012.0,17.517497380808123,9.885397593657238,7.632099787150884
43,2013.0,19.46931069531344,11.660238962280353,7.809071733033087
44,2014.0,19.29675379149307,11.570362127960127,7.726391663532945
45,2015.0,19.17506588364686,11.251496845208294,7.923569038438563
46,2016.0,18.282397963846293,10.14184206066374,8.140555903182552
47,2017.0,17.731223017813008,9.456430631582895,8.27479238623011
48,2018.0,12.161936565617522,4.057199680580901,8.10473688503662
49,2019.0,12.34131562513803,3.9117304229133216,8.429585202224708
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
