,Year,Total,Processed,Fresh
0,1970,1.6292675200515268,1.1318327230244312,0.4974347970270956
1,1971,1.8692231988068293,1.20178925598656,0.6674339428202697
2,1972,1.493565953360305,1.1138540960595464,0.3797118573007584
3,1973,1.9162024105987605,1.1866439680597465,0.7295584425390141
4,1974,1.537488662969761,0.9618623010592988,0.5756263619104623
5,1975,1.545257874612617,0.8507266137605661,0.694531260852051
6,1976,1.7967886443206325,0.9767368177790222,0.8200518265416102
7,1977,1.6048442615245253,0.974619823527622,0.6302244379969033
8,1978,1.4602552083879967,0.928323586760304,0.5319316216276928
9,1979,1.4621397697903045,0.7867493096805537,0.6753904601097508
10,1980,1.5527083623783908,0.8667963453052414,0.6859120170731493
11,1981,1.3231532048148145,0.7939445391859825,0.529208665628832
12,1982,1.526650669091283,1.0072439814071652,0.5194066876841181
13,1983,1.6409815132359773,0.9124501420008032,0.7285313712351743
14,1984,1.6991834442633909,0.9968292885269344,0.7023541557364563
15,1985,1.381174823776524,0.9580537079780456,0.4231211157984785
16,1986,1.425992423916184,0.937317953417412,0.488674470498772
17,1987,2.139880629082748,1.4233355968757002,0.7165450322070476
18,1988,1.594289617896343,1.076538078232396,0.5177515396639472
19,1989,1.6076264097109658,1.0693878574230409,0.5382385522879252
20,1990,1.559981873469967,1.168916356063158,0.3910655174068091
21,1991,1.2826493965125274,0.8842241934497209,0.3984252030628065
22,1992,1.4579646689609749,0.9292368668324704,0.5287278021285042
23,1993,1.5379807504227263,1.1096738975284497,0.4283068528942767
24,1994,1.611056880321044,1.0894880742353157,0.5215688060857285
25,1995,1.3329239803732933,1.0460946778333269,0.2868293025399664
26,1996,1.2973481412634862,0.8943989891831268,0.4029491520803595
27,1997,1.542205164390614,0.9451400190012704,0.5970651453893436
28,1998,1.663055360588236,1.1457554229773623,0.5172999376108737
29,1999,1.46415169142335,0.8388911368978528,0.6252605545254973
30,2000,1.4783508752045271,0.8826958536350118,0.5956550215695154
31,2001,1.6264344056494755,0.8522675373352943,0.7741668683141815
32,2002,1.2193239714697577,0.5213746764056082,0.6979492950641493
33,2003,1.7393596105027105,0.8210000233355104,0.9183595871672
34,2004,1.7859403398971518,0.7957559874753525,0.9901843524217996
35,2005,1.695959023771146,0.8279464387182638,0.8680125850528821
36,2006,1.9671336802966697,0.9024998345899612,1.0646338457067084
37,2007,2.1351629941273336,0.9181508410366171,1.2170121530907163
38,2008,2.1745602065003253,0.8636762430187168,1.3108839634816083
39,2009,2.534459923366021,0.9723814076405516,1.5620785157254693
40,2010,2.148798885931321,0.8426021713500527,1.3061967145812683
41,2011,2.13685414080898,0.8336426229382896,1.30321151787069
42,2012,2.2572985595044868,0.7535684767185357,1.5037300827859512
43,2013,1.559818161414053,0.5725732444368304,0.9872449169772224
44,2014,2.063107696542492,0.8900811126516387,1.1730265838908531
45,2015,2.1354480983500186,0.9878875383259392,1.1475605600240792
46,2016,2.132043636754327,0.9626064999519544,1.1694371368023728
47,2017,2.33682996972389,0.8667992059031819,1.470030763820708
