,Unnamed: ,Year,Fluid Milk,Fluid Cream,Sour Cream,Yoghurt,Butter,American Cheese,Other Cheeses,Total,Cottage Cheese,Ice cream,Lowfat and non fat icecream,Sherbet,Frozen Yoghurt,Other Frozen Prodcuts,Total.,Whole Milk/Evaporated_Condensed,Skim Milk/Evaporated_Condensed,Total/Evaporated_Condensed,Whole Milk/Dry,Nonfat Milk/Dry,Buttermilk/Dry,Total/Dry,Dried Whey,All Dairy
56,61,1965,283.72931802445146,5.766667011150957,0.9249403180967931,0.31520312516147697,6.649408398223393,6.1193085026993925,3.36073040560362,9.480038908303012,4.6,17.53189605924767,5.349706386417091,1.4034471933011845,0.0,2.5294308374034387,26.814480476369383,10.766689140157384,5.002496101449798,15.769185241607182,0.3,5.6670355063998,0.4,6.3670355063998,0.6,624.107708064209
57,62,1966,284.27312144639427,5.435227226244529,0.9510369370474905,0.35791712684582977,5.753968253968254,6.160968660968661,3.5409035409035408,9.701872201872202,4.6,17.196863553113552,5.495283882783883,1.4490537240537242,0.0,2.6134920634920604,26.75469322344322,9.895197395197394,5.280830280830281,15.176027676027676,0.3306878306878307,5.855718355718356,0.3205128205128205,6.506919006919007,0.7173382173382173,606.1406186406186
58,63,1967,270.20566503086746,4.998556647776479,0.9267840593141798,0.45579543900697367,5.520552357180241,6.3559322033898304,3.6635935424131407,10.019525745802971,4.5,16.88041235556987,5.634284794073835,1.388733443375337,0.0,2.681693103587101,26.585123696606143,8.932525463988084,4.951890172712267,13.88441563670035,0.2566528443174041,5.505455131043923,0.3371713837110995,6.099279359072427,0.8655742984822256,580.3625347236201
59,64,1968,269.59011830550804,4.633924944458097,0.9378181435212815,0.6218687154900476,5.844369376102359,6.541907068049785,3.9560351957589712,10.497942263808756,4.6,17.33596155570835,5.827090370990404,1.4717945651848976,0.0,2.8060895040506963,27.44093599593435,8.75908044602553,4.723326656901139,13.482407102926668,0.24912060426693772,5.684932189371519,0.33382160971769653,6.267874403356153,1.1110778950305422,581.1485456339124
60,65,1969,267.5670978474067,4.310152196042407,0.9434664945254115,0.8391886188147082,5.639515090513477,6.660844595094658,4.188931156470641,10.8497757515653,4.8,16.99627732796519,6.116764605752009,1.5156825885522285,0.0,2.6046714723426945,27.23339599461212,7.844994745333708,4.879685410776753,12.724680156110464,0.21709419421049256,5.708590515944088,0.30097149651909194,6.226656206673673,1.139744519605086,573.2964273203175
61,66,1970,269.4083849713703,3.956192642560201,1.088320652600204,0.8284963526551102,5.365702358426156,6.995293876675184,4.372208025281392,11.367501901956576,5.064964009129391,16.716706006281335,6.291006671478455,1.43047617189786,0.0,2.4068060784581498,26.8449949281158,7.013601427930476,4.954840723328717,11.968442151259191,0.2097029046290697,5.314653603405439,0.2487173985135478,5.773073906548056,1.4337826502545696,563.9106177945107
62,67,1971,269.71817025823515,3.698743394237696,1.1893998365783964,1.0878657041875577,5.14598311671426,7.322068178425415,4.709300253778996,12.03136843220441,5.243589311425834,16.595766658159214,6.234309764471904,1.4108860113357828,0.0,2.3373334424855905,26.57829587645249,6.733975084392351,5.003346800795527,11.737321885187878,0.15409730281564665,5.253210247477036,0.2648547392143927,5.672162289507075,1.5361574874434776,557.9285470069007
63,68,1972,267.5789835821181,3.516752355650695,1.261443779744271,1.2901129565566407,4.951437854937684,7.676596981362199,5.329687083126881,13.00628406448908,5.312592903152038,16.459937302283038,6.234644776460724,1.4297652170598774,0.0,2.3589463353279747,26.48329363113161,6.279567023668865,4.668978922895148,10.948545946564014,0.11434234096886077,4.588280613473401,0.22868468193772154,4.931307636379984,1.7961276060525213,559.6152380226398
64,69,1973,262.7071731714587,3.676244458428157,1.2869221270173214,1.3720860913052324,4.8072946406240415,7.8312624758740785,5.659655795648133,13.490918271522212,5.125888942895299,16.42937770458074,6.194361730742914,1.507184687766919,0.0,2.345503022523811,26.476427145614387,5.910754144467672,4.218792028653809,10.12954617312148,0.09909914161267337,5.257122150642079,0.18404126299496482,5.540262555249718,1.8120985894888844,554.7947468016932
65,70,1974,254.0474918206448,3.4920456356460523,1.4530659691950016,1.4530659691950016,4.460407567779887,8.466533242305497,5.939379202633573,14.40591244493907,4.571450615840714,16.454541416106313,6.23065268828266,1.4009183835700991,0.0,2.1766981211480747,26.262810609107145,5.5024268893731225,3.4228959944635124,8.925322883836635,0.07014131136195721,4.139961594049054,0.20574784666174117,4.415850752072752,2.118267603131108,534.9864861073443
66,71,1975,254.3475738519017,3.434432506439561,1.6243937530457382,1.9724781286983966,4.728192875961347,8.14722210646701,6.126409319683478,14.273631426150487,4.588467076903132,18.20505340945396,6.5022016640969005,1.3487797085746829,0.0,1.980933727827086,28.03696850995263,5.188528195654087,3.523588596722738,8.712116792376825,0.07408333449088543,3.2624550455154964,0.20372916984993494,3.540267549856317,2.208609409509522,539.1322063406074
67,72,1976,252.96121123536636,3.461066449718013,1.6087294254997404,2.1373119510210836,4.31320200885179,8.883105923360928,6.627871671979269,15.510977595340195,4.632141628637604,17.638452542023067,6.169193019469351,1.364459834430252,0.0,1.8027766184328229,26.974882014355494,4.892567707019516,3.5911665558281927,8.483734262847708,0.15135184718049854,3.511039894079474,0.17428394523814983,3.8366756864981215,2.4170431352764465,539.7206870456578
68,73,1977,250.141062977794,3.3991627229705133,1.6563523844193666,2.3434655988350928,4.294180413096682,9.213004962790423,6.781846085389055,15.99485104817948,4.617642651846404,17.2889451913603,6.574221641035422,1.3562538878218664,0.0,1.7332071068248602,26.952627827042445,4.269371001502913,3.877605691998239,8.146976693501152,0.15437774417791583,3.311096330844048,0.2588097475923883,3.724283822614352,2.4064766004204525,540.2131320974033
69,74,1978,246.42157635246176,3.3544204056822533,1.6839640694297486,2.453904860532655,4.354592627535547,9.525358851674644,7.309603072983354,16.834961924657996,4.598998135543725,17.22532964934744,6.550306624435609,1.2947862614282184,0.0,1.603340746231776,26.673763281443044,4.049176719006223,3.4683379383157,7.517514657321922,0.2515892804995844,3.1091218896831667,0.22014062043713636,3.580851790619888,2.439517487701328,544.2684817036188
70,75,1979,242.9742571259357,3.393196685176362,1.7589405389037571,2.4491577123976365,4.491231032414299,9.597205127635466,7.567656795005665,17.16486192264113,4.434995889893582,16.943413832174357,6.197151807335985,1.202817089155984,0.0,1.5002146142054116,25.84359734287174,4.057848081580058,3.3325187176467974,7.390366799226856,0.2932616471529182,3.2916460897992845,0.1821776898980249,3.7670854268502274,2.6526848992468506,548.2037724111883
71,76,1980,237.84354714490044,3.366707008471779,1.7955770711849488,2.5085267906260316,4.467509199652214,9.620139992798364,7.903713234325461,17.523853227123823,4.410484529654058,17.11750085629221,6.052009871512256,1.1904657351378412,0.0,1.4219351325716048,25.78191159551391,3.7625655392884423,3.280257853736508,7.042823393024951,0.27664825272476573,3.0163824134168844,0.18004092637643485,3.473071592518085,2.6523102324723573,543.1439536987433
72,77,1981,233.9562288094968,3.442775836071575,1.8477682968282882,2.440448693924154,4.238243914317769,10.150470069488533,8.031361157736361,18.18183122722489,4.268691893584268,16.99642555856083,5.941313063670282,1.193219867284729,0.0,1.749643860396752,25.880602349912596,4.043593400763592,3.1569884243757773,7.200581825139369,0.3609229190402059,2.156927973726067,0.18698416287625128,2.704835055642524,2.735186940678187,540.5320786551055
73,78,1982,227.58391463498864,3.466226949374957,1.946784998964017,2.589957870018648,4.351327372646304,11.306777266697676,8.597416748496908,19.904194015194584,4.162321050183472,17.228711216772616,5.672558444019502,1.177924785087946,0.0,1.7684514272916765,25.84764587317174,3.985774458628353,3.0191052078488125,7.004879666477166,0.379003221527383,2.133092268573924,0.17227419160335591,2.684369681704663,2.881285854566128,554.4946336589315
74,79,1983,226.9667054475773,3.6870380509170544,2.0702162606077197,3.165206679441555,4.906797492179064,11.607489319567918,8.956855749081335,20.564345068649253,4.090560674670411,17.665285288104926,5.909767954009056,1.2223279714221085,0.0,1.7625636451322428,26.55994485866833,3.8207864041620616,3.2478756503220136,7.068662054484076,0.40118306324608316,2.261767392378987,0.18351991191044228,2.8464703675355123,3.068623643339721,572.8510031710533
